,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
349,5152-1,2013-06-30,Mitch Gastineau,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-07-04,6.39,19.98,13.59,8,379.62,0.04,30.27,349.25,4.0,353.25
350,5152-1,2015-09-07,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2015-09-09,4.79,11.97,7.18,6,259.34,0.01,12.39,239.25,5.81,234.85
351,5152-1,2013-06-30,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-07-04,6.39,19.98,13.59,46,379.62,0.08,30.37,349.25,4.0,353.25
352,5153-1,2013-12-18,Carol Triggs,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-12-20,8.82,20.99,12.17,33,630.64,0.07,12.33,593.95,4.81,593.34
353,5154-1,2013-08-20,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 479 Labels,Office Supplies,Small Box,Express Air,2013-08-22,1.59,2.61,1.02,32,27.12,0.1,2.53,25.53,0.5,27.42
354,5154-1,2013-08-04,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-08-16,1.87,8.12,6.25,13,259.84,0.1,20.79,239.05,2.83,241.88
355,5154-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Brown Kraft Recycled Envelopes,Technology,Medium Box,Regular Air,2014-12-29,11.04,16.98,5.94,18,89.3,0.0,5.96,83.96,12.39,84.96
356,5154-1,2014-06-05,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-06-07,1.84,2.88,1.04,13,50.4,0.06,2.52,49.2,0.99,59.66
357,5155-1,2014-08-25,Jill Fjeld,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Pack,Regular Air,2014-08-27,178.83,415.88,237.05,42,305.62,0.05,30.33,279.53,11.37,290.93
358,5155-1,2014-11-16,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2014-11-21,1.84,2.88,1.04,11,86.3,0.09,7.63,76.39,0.99,76.68
359,5155-1,2013-06-15,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2013-06-17,12.39,19.98,7.59,22,960.1,0.04,9.6,955.7,5.77,995.7
360,5156-1,2015-04-25,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,Self-Adhesive Removable Labels,Technology,Small Box,Regular Air,2015-04-28,1.98,3.15,1.17,42,76.24,0.0,2.41,72.33,0.49,72.32
361,5156-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-05-06,1.6,2.62,1.02,22,56.02,0.09,5.34,52.69,0.8,53.89
362,5156-1,2013-10-23,Denise Leinenbach,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-10-25,11.04,16.98,5.94,23,53.92,0.07,4.35,58.87,12.39,53.97
363,5156-1,2015-05-19,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,Economy Binders,Office Supplies,Small Box,Regular Air,2015-05-20,1.33,2.08,0.75,22,35.7,0.07,2.2,33.02,1.49,36.44
364,5156-1,2015-02-01,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,"24 Capacity Maxi Data Binder Racks, Pearl",Technology,Jumbo Drum,Delivery Truck,2015-02-03,84.22,210.55,126.33,4,880.59,0.07,61.71,845.87,9.99,889.5
365,5157-1,2014-11-26,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,High,Smiths Metal Binder Clips,Office Supplies,Small Pack,Express Air,2014-11-21,1.6,2.62,1.02,10,56.02,0.01,4.75,52.29,0.8,53.0
366,5158-1,2015-07-23,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2015-07-30,14.95,34.76,19.81,28,2652.35,0.02,45.81,2538.07,8.22,2884.89
367,5158-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2013-07-31,21.56,36.55,14.99,8,197.8,0.05,5.95,193.83,13.89,190.03
368,5158-1,2013-05-04,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Steady Major Accent Highlighters,Technology,Medium Box,Regular Air,2013-05-06,3.75,7.08,3.33,40,255.72,0.03,23.18,232.2,2.35,233.85
369,5158-1,2013-03-23,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-03-26,1.6,2.62,1.02,30,65.0,0.03,3.44,52.68,0.8,53.08
370,5159-1,2013-07-04,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-07-05,1.6,2.62,1.02,50,55.02,0.07,2.75,52.27,0.8,53.07
371,5159-1,2013-02-13,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Box,Express Air,2013-02-15,2.25,3.69,1.44,18,56.22,0.03,5.45,52.27,2.5,53.07
372,5159-1,2015-03-21,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Technology,Small Box,Express Air,2015-03-22,1.19,1.98,0.79,18,29.92,0.1,0.0,29.02,4.77,28.52
373,5159-1,2013-07-05,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2013-07-07,2.26,3.58,1.32,20,152.4,0.1,7.02,152.7,5.47,152.28
374,5159-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-02-20,2.26,3.58,1.32,34,247.3,0.08,0.0,242.6,5.47,240.33
375,5159-1,2014-10-20,Michael Nguyen,"2a/285A Crown St,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Critical,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Regular Air,2014-10-21,2.76,4.38,1.62,32,83.12,0.06,5.53,76.09,6.21,74.08
376,5159-1,2013-07-04,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,2013-07-05,1.6,2.62,1.02,2,55.02,0.03,2.75,52.27,0.8,53.07
377,5159-1,2015-06-14,Sean OBonnell,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Medium,"""Addiss Metal Binder Clips",Technology,Small Box,Express Air,2015-06-15,1.6,2.62,1.02,12,65.8,0.0,3.32,55.06,0.8,56.2
378,5160-1,2013-07-05,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-07-07,8.82,20.99,12.17,8,850.59,0.01,17.21,843.38,4.81,848.19
379,5160-1,2014-08-25,Jill Fjeld,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2014-08-27,4.79,11.97,7.18,50,530.2,0.09,43.52,575.87,5.81,538.75
380,5160-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Cando PC940 Copier,Technology,Small Pack,Regular Air,2014-10-22,278.99,449.99,171.0,2,7019.02,0.07,619.98,7509.81,49.0,5524.85
381,5163-1,2016-08-05,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2016-08-06,0.93,1.48,0.55,37,5.2,0.04,0.16,5.08,0.7,7.74
382,5163-1,2015-05-20,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2015-05-22,54.52,100.97,46.45,39,3039.81,0.03,303.98,2735.83,7.18,2741.73
383,5163-1,2013-09-01,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,High,Smiths Metal Binder Clips,Furniture,Large Box,Regular Air,2013-09-02,1.6,2.62,1.02,5,82.12,0.08,2.63,73.09,0.8,73.48
384,5163-1,2013-07-06,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Jumbo Drum,Delivery Truck,2013-07-06,21.56,35.94,14.38,37,1006.32,0.0,10.06,996.26,6.66,1002.92
385,5163-1,2013-07-06,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2013-07-06,21.56,35.94,14.38,47,1006.32,0.0,10.06,996.26,6.66,1002.92
386,5163-1,2013-03-26,Mick Brown,"104 King St,Newtown",Sydney,NSW,Home Office,Charlie Bui,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-03-28,6.39,19.98,13.59,12,191.36,0.06,4.94,173.22,4.0,193.44
387,5163-1,2014-09-12,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,TechSavi Cordless Keyboard,Office Supplies,Wrap Bag,Express Air,2014-09-19,11.04,15.98,5.92,23,1141.72,0.07,35.46,1111.26,4.0,1126.28
388,5163-1,2013-07-06,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Pack,Regular Air,2013-07-06,21.56,35.94,14.38,22,1006.32,0.07,10.06,996.26,6.66,1002.92
389,5165-1,2013-05-14,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2013-05-15,2.52,4.0,1.48,27,531.76,0.07,58.23,428.47,1.3,433.65
390,5165-1,2013-07-10,Julie Kriz,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013-07-10,2.74,4.49,1.75,32,49.39,0.1,3.95,45.44,1.49,46.93
391,5165-1,2013-05-19,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-05-20,1.59,2.61,1.02,34,49.39,0.09,3.95,45.44,0.5,46.93
392,5165-1,2013-07-15,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013-07-16,1.6,2.62,1.02,36,110.76,0.1,7.75,103.1,0.8,104.2
393,5165-1,2013-07-20,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-07-22,3.84,6.3,2.46,6,49.39,0.01,3.95,45.44,0.5,46.93
394,5165-1,2013-10-03,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2013-10-04,8.82,20.99,12.17,4,899.42,0.05,26.95,825.97,4.81,889.81
395,5165-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2013-08-24,8.82,20.99,12.17,33,436.78,0.09,26.29,431.25,4.81,436.32
396,5165-1,2013-06-11,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 479 Labels,Furniture,Small Pack,Regular Air,2013-06-13,1.59,2.61,1.02,4,49.34,0.07,2.95,45.44,0.5,46.93
397,5166-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2013-03-31,1.09,2.6,1.51,35,5.3,0.01,0.16,5.04,2.4,7.14
398,5166-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Economy Rollaway Files,Furniture,Large Box,Express Air,2014-12-29,67.73,165.2,97.47,3,89.9,0.1,5.69,83.98,19.99,84.97
399,5166-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,1726 Digital Answering Machine,Furniture,Large Box,Express Air,2015-02-06,8.82,20.99,12.17,44,35.4,0.08,3.21,31.97,4.81,33.46
400,5166-1,2014-01-30,Lena Creightor,"96 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2014-02-02,1.94,3.08,1.14,21,154.98,0.0,5.1,142.68,0.99,135.09
401,5166-1,2014-08-28,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths Colored Interoffice Envelopes,Technology,Large Box,Express Air,2014-09-01,19.83,30.98,11.15,29,430.38,0.0,39.31,432.85,19.51,433.85
402,5167-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Critical,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,2013-05-06,20.18,35.41,15.23,8,5.33,0.1,0.14,5.08,1.99,7.02
403,5168-1,2015-03-04,Thacy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,Smiths Pushpins,Technology,Small Box,Regular Air,2015-03-06,0.94,1.88,0.94,7,129.4,0.04,2.39,126.71,0.79,128.04
404,5168-1,2015-03-16,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-03-16,278.99,449.99,171.0,4,1494.68,0.05,0.0,14949.77,49.0,15994.77
405,5168-1,2013-06-11,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2013-06-13,1.95,3.98,2.03,9,129.4,0.09,2.59,126.81,0.83,128.03
406,5168-2,2015-04-04,Valerie Mitchum,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2015-04-05,21.56,36.55,14.99,14,431.38,0.04,40.29,403.03,13.89,423.83
407,5168-2,2015-07-12,Dlanna Ennardes,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Express Air,2015-07-13,1.6,2.62,1.02,13,129.4,0.06,2.59,126.81,0.8,128.03
408,5171-1,2013-07-16,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2013-07-17,0.24,1.26,1.02,35,12.6,0.04,1.26,11.34,0.7,12.04
409,5171-1,2013-09-26,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2013-09-28,2.9,4.76,1.86,48,61.84,0.02,4.13,57.45,0.88,58.43
410,5171-1,2013-07-16,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-07-17,0.24,1.26,1.02,11,12.6,0.01,1.26,11.34,0.7,12.04
411,5171-1,2013-07-16,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-07-17,0.24,1.26,1.02,38,12.6,0.04,1.26,11.34,0.7,12.04
412,5171-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Wrap Bag,Express Air,2015-04-12,84.22,216.93,226.33,25,699.3,0.09,69.93,629.37,19.99,633.37
413,5171-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2013-10-07,0.24,1.26,1.02,36,12.6,0.0,1.26,11.34,0.7,12.04
414,5171-1,2013-07-16,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Critical,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-07-17,0.24,1.26,1.02,30,12.6,0.08,1.26,11.34,0.7,12.04
415,5171-1,2013-07-16,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Critical,Bagged Rubber Bands,Office Supplies,Small Pack,Regular Air,2013-07-17,0.24,1.26,1.02,9,12.6,0.07,1.26,11.34,0.7,12.04
416,5172-1,2014-12-26,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2014-12-29,13.88,22.38,8.5,12,229.4,0.0,11.49,218.51,15.1,237.24
417,5172-1,2013-09-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan 48 Labels,Technology,Small Box,Regular Air,2013-09-28,3.84,6.3,2.46,43,119.16,0.05,5.96,113.18,0.5,113.16
418,5173-1,2013-09-23,Erina Nurn,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Wirebound Voice Message Log Book,Technology,Small Pack,Regular Air,2013-09-25,2.9,4.76,1.86,36,61.88,0.1,4.33,57.55,0.88,58.43
419,5173-1,2014-05-19,Chuck Sachs,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2014-05-20,21.56,35.94,14.38,27,414.48,0.08,4.85,402.93,6.66,417.33
420,5174-1,2013-05-31,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Lumi Crayons,Office Supplies,Wrap Bag,Regular Air,2013-06-02,5.22,9.85,4.63,2,291.6,0.06,19.65,270.91,4.82,297.99
421,5174-1,2013-05-31,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013-06-02,3.84,6.3,2.46,27,357.92,0.04,10.0,252.96,0.5,258.37
422,5175-1,2014-09-23,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,2014-09-25,1.82,2.84,1.02,44,85.6,0.02,2.63,74.09,5.44,74.68
423,5175-1,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-05-08,1.18,1.88,0.7,38,81.45,0.1,6.52,74.93,1.49,55.78
424,5175-1,2013-07-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Binder Labels,Office Supplies,Small Pack,Regular Air,2013-07-26,2.45,3.89,1.44,35,83.52,0.01,7.54,76.19,7.01,74.78
425,5175-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2013-12-08,13.64,20.98,7.34,8,427.75,0.09,32.08,404.25,1.49,417.33
426,5175-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-01-21,2.26,3.58,1.32,16,127.12,0.06,11.12,125.1,5.47,127.73
427,5177-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Arch Ring Binders,Office Supplies,Small Box,Express Air,2013-08-17,36.02,58.1,22.08,44,197.8,0.02,3.96,193.84,1.49,200.03
428,5177-1,2015-05-29,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2015-05-29,5.33,8.6,3.27,50,197.8,0.07,5.96,193.84,6.19,200.03
429,5178-1,2014-03-13,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Express Air,2014-03-15,13.88,22.38,8.5,45,420.8,0.03,10.16,404.56,15.1,400.07
430,5178-1,2015-07-15,Barry Gonzalez,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-07-19,5.19,12.98,7.79,8,279.4,0.04,13.97,263.09,3.14,253.95
431,5178-1,2013-05-20,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013-05-22,278.99,449.99,171.0,40,960.3,0.04,9.6,956.7,49.0,950.49
432,5178-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-03-20,3.42,8.34,4.92,39,136.02,0.05,9.26,124.4,2.64,126.85
433,5178-1,2013-07-22,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Express Air,2013-07-26,278.99,449.99,171.0,30,5999.8,0.08,269.98,5075.89,49.0,5124.89
434,5178-1,2014-02-25,Dama Kaniet,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Low,Artisan Heavy-Duty EZD  Binder With Locking Rings,Technology,Small Pack,Regular Air,2014-02-27,3.52,5.58,2.06,35,224.8,0.05,6.02,213.88,2.99,221.03
435,5179-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2016-07-18,4.48,8.14,3.66,29,52.42,0.07,6.24,56.2,3.12,56.25
436,5179-1,2013-06-16,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Durable Poly Binders,Office Supplies,Small Box,Express Air,2013-06-16,3.37,5.53,2.16,7,129.12,0.09,9.08,125.26,6.98,127.73
437,5180-1,2013-07-22,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,High,Economy Binders,Office Supplies,Wrap Bag,Regular Air,2013-07-23,1.33,2.08,0.75,23,22.88,0.1,0.23,22.65,1.49,24.14
438,5180-1,2013-07-22,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Economy Binders,Office Supplies,Small Box,Regular Air,2013-07-23,1.33,2.08,0.75,8,22.88,0.02,0.23,22.65,1.49,24.14
439,5180-1,2015-02-09,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015-02-11,8.82,20.99,12.17,8,649.3,0.01,51.93,539.05,4.81,600.09
